number	accession	filename
1252	SRR31935711	264_SRR31935711_db3.bracken.kraken2.report_bracken.txt
1253	SRR10592908	265_SRR10592908_db3.bracken.kraken2.report_bracken.txt
1254	SRR31935712	265_SRR31935712_db3.bracken.kraken2.report_bracken.txt
1255	SRR10592909	266_SRR10592909_db3.bracken.kraken2.report_bracken.txt
1256	SRR31935713	266_SRR31935713_db3.bracken.kraken2.report_bracken.txt
1257	SRR10592910	267_SRR10592910_db3.bracken.kraken2.report_bracken.txt
1258	SRR31935714	267_SRR31935714_db3.bracken.kraken2.report_bracken.txt
1259	SRR10592911	268_SRR10592911_db3.bracken.kraken2.report_bracken.txt
1260	SRR31935715	268_SRR31935715_db3.bracken.kraken2.report_bracken.txt
1261	SRR10592912	269_SRR10592912_db3.bracken.kraken2.report_bracken.txt
1262	SRR31935716	269_SRR31935716_db3.bracken.kraken2.report_bracken.txt
1263	SRR10592913	270_SRR10592913_db3.bracken.kraken2.report_bracken.txt
1264	SRR31935717	270_SRR31935717_db3.bracken.kraken2.report_bracken.txt
1265	SRR10592914	271_SRR10592914_db3.bracken.kraken2.report_bracken.txt
1266	SRR31935718	271_SRR31935718_db3.bracken.kraken2.report_bracken.txt
1267	SRR10592915	272_SRR10592915_db3.bracken.kraken2.report_bracken.txt
1268	SRR31935719	272_SRR31935719_db3.bracken.kraken2.report_bracken.txt
1269	SRR10592916	273_SRR10592916_db3.bracken.kraken2.report_bracken.txt
1270	SRR31935720	273_SRR31935720_db3.bracken.kraken2.report_bracken.txt
1271	SRR10592917	274_SRR10592917_db3.bracken.kraken2.report_bracken.txt
1272	SRR31935721	274_SRR31935721_db3.bracken.kraken2.report_bracken.txt
1273	SRR10592918	275_SRR10592918_db3.bracken.kraken2.report_bracken.txt
1274	SRR31935722	275_SRR31935722_db3.bracken.kraken2.report_bracken.txt
1275	SRR10592919	276_SRR10592919_db3.bracken.kraken2.report_bracken.txt
1276	SRR31935723	276_SRR31935723_db3.bracken.kraken2.report_bracken.txt
1277	SRR10592920	277_SRR10592920_db3.bracken.kraken2.report_bracken.txt
1278	SRR31935724	277_SRR31935724_db3.bracken.kraken2.report_bracken.txt
1279	SRR10592921	278_SRR10592921_db3.bracken.kraken2.report_bracken.txt
1280	SRR31935725	278_SRR31935725_db3.bracken.kraken2.report_bracken.txt
1281	SRR10592922	279_SRR10592922_db3.bracken.kraken2.report_bracken.txt
1282	SRR31935726	279_SRR31935726_db3.bracken.kraken2.report_bracken.txt
1283	SRR10592923	280_SRR10592923_db3.bracken.kraken2.report_bracken.txt
1284	SRR31935727	280_SRR31935727_db3.bracken.kraken2.report_bracken.txt
1285	SRR10592924	281_SRR10592924_db3.bracken.kraken2.report_bracken.txt
1286	SRR31935728	281_SRR31935728_db3.bracken.kraken2.report_bracken.txt
1287	SRR10592925	282_SRR10592925_db3.bracken.kraken2.report_bracken.txt
1288	SRR31935729	282_SRR31935729_db3.bracken.kraken2.report_bracken.txt
1289	SRR10592926	283_SRR10592926_db3.bracken.kraken2.report_bracken.txt
1290	SRR31935730	283_SRR31935730_db3.bracken.kraken2.report_bracken.txt
1291	SRR10592927	284_SRR10592927_db3.bracken.kraken2.report_bracken.txt
1292	SRR31935731	284_SRR31935731_db3.bracken.kraken2.report_bracken.txt
1293	SRR10592928	285_SRR10592928_db3.bracken.kraken2.report_bracken.txt
1294	SRR31935732	285_SRR31935732_db3.bracken.kraken2.report_bracken.txt
1295	SRR10592929	286_SRR10592929_db3.bracken.kraken2.report_bracken.txt
1296	SRR31935733	286_SRR31935733_db3.bracken.kraken2.report_bracken.txt
1297	SRR10592930	287_SRR10592930_db3.bracken.kraken2.report_bracken.txt
1298	SRR31935734	287_SRR31935734_db3.bracken.kraken2.report_bracken.txt
1299	SRR10592931	288_SRR10592931_db3.bracken.kraken2.report_bracken.txt
1300	SRR31935735	288_SRR31935735_db3.bracken.kraken2.report_bracken.txt
1301	SRR10592932	289_SRR10592932_db3.bracken.kraken2.report_bracken.txt
1302	SRR31935736	289_SRR31935736_db3.bracken.kraken2.report_bracken.txt
1303	SRR10592933	290_SRR10592933_db3.bracken.kraken2.report_bracken.txt
1304	SRR31935737	290_SRR31935737_db3.bracken.kraken2.report_bracken.txt
1305	SRR10592934	291_SRR10592934_db3.bracken.kraken2.report_bracken.txt
1306	SRR31935738	291_SRR31935738_db3.bracken.kraken2.report_bracken.txt
1307	SRR10592935	292_SRR10592935_db3.bracken.kraken2.report_bracken.txt
1308	SRR31935739	292_SRR31935739_db3.bracken.kraken2.report_bracken.txt
1309	SRR10592936	293_SRR10592936_db3.bracken.kraken2.report_bracken.txt
1310	SRR31935740	293_SRR31935740_db3.bracken.kraken2.report_bracken.txt
1311	SRR10592937	294_SRR10592937_db3.bracken.kraken2.report_bracken.txt
1312	SRR31935741	294_SRR31935741_db3.bracken.kraken2.report_bracken.txt
1313	SRR10592938	295_SRR10592938_db3.bracken.kraken2.report_bracken.txt
1314	SRR31935742	295_SRR31935742_db3.bracken.kraken2.report_bracken.txt
1315	SRR10592939	296_SRR10592939_db3.bracken.kraken2.report_bracken.txt
1316	SRR31935743	296_SRR31935743_db3.bracken.kraken2.report_bracken.txt
1317	SRR10592940	297_SRR10592940_db3.bracken.kraken2.report_bracken.txt
1318	SRR31935744	297_SRR31935744_db3.bracken.kraken2.report_bracken.txt
1319	SRR10592941	298_SRR10592941_db3.bracken.kraken2.report_bracken.txt
1320	SRR31935745	298_SRR31935745_db3.bracken.kraken2.report_bracken.txt
1321	SRR10592942	299_SRR10592942_db3.bracken.kraken2.report_bracken.txt
1322	SRR31935746	299_SRR31935746_db3.bracken.kraken2.report_bracken.txt
1323	SRR10592943	300_SRR10592943_db3.bracken.kraken2.report_bracken.txt
1324	SRR31935747	300_SRR31935747_db3.bracken.kraken2.report_bracken.txt
1325	SRR10592944	301_SRR10592944_db3.bracken.kraken2.report_bracken.txt
1326	SRR31935748	301_SRR31935748_db3.bracken.kraken2.report_bracken.txt
1327	SRR10592945	302_SRR10592945_db3.bracken.kraken2.report_bracken.txt
1328	SRR31935749	302_SRR31935749_db3.bracken.kraken2.report_bracken.txt
1329	SRR10592946	303_SRR10592946_db3.bracken.kraken2.report_bracken.txt
1330	SRR31935750	303_SRR31935750_db3.bracken.kraken2.report_bracken.txt
1331	SRR10592947	304_SRR10592947_db3.bracken.kraken2.report_bracken.txt
1332	SRR31935751	304_SRR31935751_db3.bracken.kraken2.report_bracken.txt
1333	SRR10592948	305_SRR10592948_db3.bracken.kraken2.report_bracken.txt
1334	SRR31935752	305_SRR31935752_db3.bracken.kraken2.report_bracken.txt
1335	SRR10592949	306_SRR10592949_db3.bracken.kraken2.report_bracken.txt
1336	SRR31935753	306_SRR31935753_db3.bracken.kraken2.report_bracken.txt
1337	SRR10592950	307_SRR10592950_db3.bracken.kraken2.report_bracken.txt
1338	SRR31935754	307_SRR31935754_db3.bracken.kraken2.report_bracken.txt
1339	SRR10592951	308_SRR10592951_db3.bracken.kraken2.report_bracken.txt
1340	SRR31935755	308_SRR31935755_db3.bracken.kraken2.report_bracken.txt
1341	SRR10592952	309_SRR10592952_db3.bracken.kraken2.report_bracken.txt
1342	SRR31935756	309_SRR31935756_db3.bracken.kraken2.report_bracken.txt
1343	SRR10592953	310_SRR10592953_db3.bracken.kraken2.report_bracken.txt
1344	SRR31935757	310_SRR31935757_db3.bracken.kraken2.report_bracken.txt
1345	SRR10592954	311_SRR10592954_db3.bracken.kraken2.report_bracken.txt
1346	SRR31935758	311_SRR31935758_db3.bracken.kraken2.report_bracken.txt
1347	SRR10592955	312_SRR10592955_db3.bracken.kraken2.report_bracken.txt
1348	SRR31935759	312_SRR31935759_db3.bracken.kraken2.report_bracken.txt
1349	SRR10592956	313_SRR10592956_db3.bracken.kraken2.report_bracken.txt
1350	SRR31935760	313_SRR31935760_db3.bracken.kraken2.report_bracken.txt
1351	SRR10592957	314_SRR10592957_db3.bracken.kraken2.report_bracken.txt
1352	SRR31935761	314_SRR31935761_db3.bracken.kraken2.report_bracken.txt
1353	SRR10592958	315_SRR10592958_db3.bracken.kraken2.report_bracken.txt
1354	SRR31935762	315_SRR31935762_db3.bracken.kraken2.report_bracken.txt
1355	SRR10592959	316_SRR10592959_db3.bracken.kraken2.report_bracken.txt
1356	SRR31935763	316_SRR31935763_db3.bracken.kraken2.report_bracken.txt
1357	SRR10592960	317_SRR10592960_db3.bracken.kraken2.report_bracken.txt
1358	SRR31935764	317_SRR31935764_db3.bracken.kraken2.report_bracken.txt
1359	SRR10592961	318_SRR10592961_db3.bracken.kraken2.report_bracken.txt
1360	SRR31935765	318_SRR31935765_db3.bracken.kraken2.report_bracken.txt
1361	SRR10592962	319_SRR10592962_db3.bracken.kraken2.report_bracken.txt
1362	SRR31935766	319_SRR31935766_db3.bracken.kraken2.report_bracken.txt
1363	SRR10592963	320_SRR10592963_db3.bracken.kraken2.report_bracken.txt
1364	SRR31935767	320_SRR31935767_db3.bracken.kraken2.report_bracken.txt
1365	SRR10592964	321_SRR10592964_db3.bracken.kraken2.report_bracken.txt
1366	SRR31935768	321_SRR31935768_db3.bracken.kraken2.report_bracken.txt
1367	SRR10592965	322_SRR10592965_db3.bracken.kraken2.report_bracken.txt
1368	SRR31935769	322_SRR31935769_db3.bracken.kraken2.report_bracken.txt
1369	SRR10592966	323_SRR10592966_db3.bracken.kraken2.report_bracken.txt
1370	SRR31935770	323_SRR31935770_db3.bracken.kraken2.report_bracken.txt
1371	SRR10592967	324_SRR10592967_db3.bracken.kraken2.report_bracken.txt
1372	SRR31935771	324_SRR31935771_db3.bracken.kraken2.report_bracken.txt
1373	SRR10592968	325_SRR10592968_db3.bracken.kraken2.report_bracken.txt
1374	SRR31935772	325_SRR31935772_db3.bracken.kraken2.report_bracken.txt
1375	SRR10592969	326_SRR10592969_db3.bracken.kraken2.report_bracken.txt
1376	SRR31935773	326_SRR31935773_db3.bracken.kraken2.report_bracken.txt
1377	SRR10592970	327_SRR10592970_db3.bracken.kraken2.report_bracken.txt
1378	SRR31935774	327_SRR31935774_db3.bracken.kraken2.report_bracken.txt
1379	SRR10592971	328_SRR10592971_db3.bracken.kraken2.report_bracken.txt
1380	SRR31935775	328_SRR31935775_db3.bracken.kraken2.report_bracken.txt
1381	SRR10592972	329_SRR10592972_db3.bracken.kraken2.report_bracken.txt
1382	SRR31935776	329_SRR31935776_db3.bracken.kraken2.report_bracken.txt
1383	SRR10592973	330_SRR10592973_db3.bracken.kraken2.report_bracken.txt
1384	SRR31935777	330_SRR31935777_db3.bracken.kraken2.report_bracken.txt
1385	SRR10592974	331_SRR10592974_db3.bracken.kraken2.report_bracken.txt
1386	SRR31935778	331_SRR31935778_db3.bracken.kraken2.report_bracken.txt
1387	SRR10592975	332_SRR10592975_db3.bracken.kraken2.report_bracken.txt
1388	SRR31935779	332_SRR31935779_db3.bracken.kraken2.report_bracken.txt
1389	SRR10592976	333_SRR10592976_db3.bracken.kraken2.report_bracken.txt
1390	SRR31935780	333_SRR31935780_db3.bracken.kraken2.report_bracken.txt
1391	SRR10592977	334_SRR10592977_db3.bracken.kraken2.report_bracken.txt
1392	SRR31935781	334_SRR31935781_db3.bracken.kraken2.report_bracken.txt
1393	SRR10592978	335_SRR10592978_db3.bracken.kraken2.report_bracken.txt
1394	SRR31935782	335_SRR31935782_db3.bracken.kraken2.report_bracken.txt
1395	SRR10592979	336_SRR10592979_db3.bracken.kraken2.report_bracken.txt
1396	SRR31935783	336_SRR31935783_db3.bracken.kraken2.report_bracken.txt
1397	SRR10592980	337_SRR10592980_db3.bracken.kraken2.report_bracken.txt
1398	SRR31935784	337_SRR31935784_db3.bracken.kraken2.report_bracken.txt
1399	SRR10592981	338_SRR10592981_db3.bracken.kraken2.report_bracken.txt
1400	SRR31935785	338_SRR31935785_db3.bracken.kraken2.report_bracken.txt
1401	SRR10592982	339_SRR10592982_db3.bracken.kraken2.report_bracken.txt
1402	SRR31935786	339_SRR31935786_db3.bracken.kraken2.report_bracken.txt
1403	SRR10592983	340_SRR10592983_db3.bracken.kraken2.report_bracken.txt
1404	SRR31935787	340_SRR31935787_db3.bracken.kraken2.report_bracken.txt
1405	SRR10592984	341_SRR10592984_db3.bracken.kraken2.report_bracken.txt
1406	SRR31935788	341_SRR31935788_db3.bracken.kraken2.report_bracken.txt
1407	SRR10592985	342_SRR10592985_db3.bracken.kraken2.report_bracken.txt
1408	SRR31935789	342_SRR31935789_db3.bracken.kraken2.report_bracken.txt
1409	SRR10592986	343_SRR10592986_db3.bracken.kraken2.report_bracken.txt
1410	SRR31935790	343_SRR31935790_db3.bracken.kraken2.report_bracken.txt
1411	SRR10592987	344_SRR10592987_db3.bracken.kraken2.report_bracken.txt
1412	SRR31935791	344_SRR31935791_db3.bracken.kraken2.report_bracken.txt
1413	SRR10592988	345_SRR10592988_db3.bracken.kraken2.report_bracken.txt
1414	SRR31935792	345_SRR31935792_db3.bracken.kraken2.report_bracken.txt
1415	SRR10592989	346_SRR10592989_db3.bracken.kraken2.report_bracken.txt
1416	SRR31935793	346_SRR31935793_db3.bracken.kraken2.report_bracken.txt
1417	SRR10592990	347_SRR10592990_db3.bracken.kraken2.report_bracken.txt
1418	SRR31935794	347_SRR31935794_db3.bracken.kraken2.report_bracken.txt
1419	SRR10592991	348_SRR10592991_db3.bracken.kraken2.report_bracken.txt
1420	SRR31935795	348_SRR31935795_db3.bracken.kraken2.report_bracken.txt
1421	SRR10592992	349_SRR10592992_db3.bracken.kraken2.report_bracken.txt
1422	SRR31935796	349_SRR31935796_db3.bracken.kraken2.report_bracken.txt
1423	SRR10592993	350_SRR10592993_db3.bracken.kraken2.report_bracken.txt
1424	SRR31935797	350_SRR31935797_db3.bracken.kraken2.report_bracken.txt
1425	SRR10592994	351_SRR10592994_db3.bracken.kraken2.report_bracken.txt
1426	SRR31935798	351_SRR31935798_db3.bracken.kraken2.report_bracken.txt
1427	SRR10592995	352_SRR10592995_db3.bracken.kraken2.report_bracken.txt
1428	SRR31935799	352_SRR31935799_db3.bracken.kraken2.report_bracken.txt
1429	SRR10592996	353_SRR10592996_db3.bracken.kraken2.report_bracken.txt
1430	SRR31935800	353_SRR31935800_db3.bracken.kraken2.report_bracken.txt
1431	SRR10592997	354_SRR10592997_db3.bracken.kraken2.report_bracken.txt
1432	SRR31935801	354_SRR31935801_db3.bracken.kraken2.report_bracken.txt
1433	SRR10592998	355_SRR10592998_db3.bracken.kraken2.report_bracken.txt
1434	SRR31935802	355_SRR31935802_db3.bracken.kraken2.report_bracken.txt
1435	SRR10592999	356_SRR10592999_db3.bracken.kraken2.report_bracken.txt
1436	SRR31935803	356_SRR31935803_db3.bracken.kraken2.report_bracken.txt
1437	SRR10593000	357_SRR10593000_db3.bracken.kraken2.report_bracken.txt
1438	SRR31935804	357_SRR31935804_db3.bracken.kraken2.report_bracken.txt
1439	SRR10593001	358_SRR10593001_db3.bracken.kraken2.report_bracken.txt
1440	SRR31935805	358_SRR31935805_db3.bracken.kraken2.report_bracken.txt
1441	SRR10593002	359_SRR10593002_db3.bracken.kraken2.report_bracken.txt
1442	SRR31935806	359_SRR31935806_db3.bracken.kraken2.report_bracken.txt
1443	SRR10593003	360_SRR10593003_db3.bracken.kraken2.report_bracken.txt
1444	SRR31935807	360_SRR31935807_db3.bracken.kraken2.report_bracken.txt
1445	SRR10593004	361_SRR10593004_db3.bracken.kraken2.report_bracken.txt
1446	SRR31935808	361_SRR31935808_db3.bracken.kraken2.report_bracken.txt
1447	SRR10593005	362_SRR10593005_db3.bracken.kraken2.report_bracken.txt
1448	SRR31935809	362_SRR31935809_db3.bracken.kraken2.report_bracken.txt
1449	SRR10593006	363_SRR10593006_db3.bracken.kraken2.report_bracken.txt
1450	SRR31935810	363_SRR31935810_db3.bracken.kraken2.report_bracken.txt
1451	SRR10593007	364_SRR10593007_db3.bracken.kraken2.report_bracken.txt
1452	SRR31935811	364_SRR31935811_db3.bracken.kraken2.report_bracken.txt
1453	SRR10593008	365_SRR10593008_db3.bracken.kraken2.report_bracken.txt
1454	SRR31935812	365_SRR31935812_db3.bracken.kraken2.report_bracken.txt
1455	SRR10593009	366_SRR10593009_db3.bracken.kraken2.report_bracken.txt
1456	SRR31935813	366_SRR31935813_db3.bracken.kraken2.report_bracken.txt
1457	SRR10593010	367_SRR10593010_db3.bracken.kraken2.report_bracken.txt
1458	SRR31935814	367_SRR31935814_db3.bracken.kraken2.report_bracken.txt
1459	SRR10593011	368_SRR10593011_db3.bracken.kraken2.report_bracken.txt
1460	SRR10593012	369_SRR10593012_db3.bracken.kraken2.report_bracken.txt
1461	SRR31935816	369_SRR31935816_db3.bracken.kraken2.report_bracken.txt
1462	SRR10593013	370_SRR10593013_db3.bracken.kraken2.report_bracken.txt
1463	SRR31935817	370_SRR31935817_db3.bracken.kraken2.report_bracken.txt
1464	SRR10593014	371_SRR10593014_db3.bracken.kraken2.report_bracken.txt
1465	SRR31935818	371_SRR31935818_db3.bracken.kraken2.report_bracken.txt
1466	SRR10593015	372_SRR10593015_db3.bracken.kraken2.report_bracken.txt
1467	SRR10593016	373_SRR10593016_db3.bracken.kraken2.report_bracken.txt
1468	SRR31935820	373_SRR31935820_db3.bracken.kraken2.report_bracken.txt
1469	SRR10593017	374_SRR10593017_db3.bracken.kraken2.report_bracken.txt
1470	SRR31935821	374_SRR31935821_db3.bracken.kraken2.report_bracken.txt
1471	SRR10593018	375_SRR10593018_db3.bracken.kraken2.report_bracken.txt
1472	SRR31935822	375_SRR31935822_db3.bracken.kraken2.report_bracken.txt
1473	SRR10593019	376_SRR10593019_db3.bracken.kraken2.report_bracken.txt
1474	SRR31935823	376_SRR31935823_db3.bracken.kraken2.report_bracken.txt
1475	SRR10593020	377_SRR10593020_db3.bracken.kraken2.report_bracken.txt
1476	SRR31935824	377_SRR31935824_db3.bracken.kraken2.report_bracken.txt
1477	SRR10593021	378_SRR10593021_db3.bracken.kraken2.report_bracken.txt
1478	SRR31935825	378_SRR31935825_db3.bracken.kraken2.report_bracken.txt
1479	SRR10593022	379_SRR10593022_db3.bracken.kraken2.report_bracken.txt
1480	SRR31935826	379_SRR31935826_db3.bracken.kraken2.report_bracken.txt
1481	SRR10593023	380_SRR10593023_db3.bracken.kraken2.report_bracken.txt
1482	SRR31935827	380_SRR31935827_db3.bracken.kraken2.report_bracken.txt
1483	SRR10593024	381_SRR10593024_db3.bracken.kraken2.report_bracken.txt
1484	SRR31935828	381_SRR31935828_db3.bracken.kraken2.report_bracken.txt
1485	SRR10593025	382_SRR10593025_db3.bracken.kraken2.report_bracken.txt
1486	SRR31935829	382_SRR31935829_db3.bracken.kraken2.report_bracken.txt
1487	SRR10593026	383_SRR10593026_db3.bracken.kraken2.report_bracken.txt
1488	SRR31935830	383_SRR31935830_db3.bracken.kraken2.report_bracken.txt
1489	SRR10593027	384_SRR10593027_db3.bracken.kraken2.report_bracken.txt
1490	SRR31935831	384_SRR31935831_db3.bracken.kraken2.report_bracken.txt
1491	SRR10593028	385_SRR10593028_db3.bracken.kraken2.report_bracken.txt
1492	SRR31935832	385_SRR31935832_db3.bracken.kraken2.report_bracken.txt
1493	SRR10593029	386_SRR10593029_db3.bracken.kraken2.report_bracken.txt
1494	SRR31935833	386_SRR31935833_db3.bracken.kraken2.report_bracken.txt
1495	SRR10593030	387_SRR10593030_db3.bracken.kraken2.report_bracken.txt
1496	SRR31935834	387_SRR31935834_db3.bracken.kraken2.report_bracken.txt
1497	SRR10593031	388_SRR10593031_db3.bracken.kraken2.report_bracken.txt
1498	SRR31935835	388_SRR31935835_db3.bracken.kraken2.report_bracken.txt
1499	SRR31935836	389_SRR31935836_db3.bracken.kraken2.report_bracken.txt
1500	SRR31935837	390_SRR31935837_db3.bracken.kraken2.report_bracken.txt
1501	SRR31935838	391_SRR31935838_db3.bracken.kraken2.report_bracken.txt
1502	SRR31935839	392_SRR31935839_db3.bracken.kraken2.report_bracken.txt
1503	SRR31935840	393_SRR31935840_db3.bracken.kraken2.report_bracken.txt
1504	SRR31935841	394_SRR31935841_db3.bracken.kraken2.report_bracken.txt
1505	SRR31935842	395_SRR31935842_db3.bracken.kraken2.report_bracken.txt
1506	SRR31935843	396_SRR31935843_db3.bracken.kraken2.report_bracken.txt
1507	SRR31935844	397_SRR31935844_db3.bracken.kraken2.report_bracken.txt
1508	SRR31935845	398_SRR31935845_db3.bracken.kraken2.report_bracken.txt
1509	SRR31935846	399_SRR31935846_db3.bracken.kraken2.report_bracken.txt
1510	SRR31935847	400_SRR31935847_db3.bracken.kraken2.report_bracken.txt
1511	SRR31935848	401_SRR31935848_db3.bracken.kraken2.report_bracken.txt
1512	SRR31935849	402_SRR31935849_db3.bracken.kraken2.report_bracken.txt
1513	SRR31935850	403_SRR31935850_db3.bracken.kraken2.report_bracken.txt
1514	SRR31935851	404_SRR31935851_db3.bracken.kraken2.report_bracken.txt
1515	SRR31935852	405_SRR31935852_db3.bracken.kraken2.report_bracken.txt
1516	SRR31935853	406_SRR31935853_db3.bracken.kraken2.report_bracken.txt
1517	SRR31935854	407_SRR31935854_db3.bracken.kraken2.report_bracken.txt
1518	SRR31935855	408_SRR31935855_db3.bracken.kraken2.report_bracken.txt
1519	SRR31935856	409_SRR31935856_db3.bracken.kraken2.report_bracken.txt
1520	SRR31935857	410_SRR31935857_db3.bracken.kraken2.report_bracken.txt
1521	SRR31935858	411_SRR31935858_db3.bracken.kraken2.report_bracken.txt
1522	SRR31935859	412_SRR31935859_db3.bracken.kraken2.report_bracken.txt
1523	SRR31935860	413_SRR31935860_db3.bracken.kraken2.report_bracken.txt
1524	SRR31935861	414_SRR31935861_db3.bracken.kraken2.report_bracken.txt
1525	SRR31935862	415_SRR31935862_db3.bracken.kraken2.report_bracken.txt
1526	SRR31935863	416_SRR31935863_db3.bracken.kraken2.report_bracken.txt
1527	SRR31935864	417_SRR31935864_db3.bracken.kraken2.report_bracken.txt
1528	SRR31935865	418_SRR31935865_db3.bracken.kraken2.report_bracken.txt
1529	SRR31935866	419_SRR31935866_db3.bracken.kraken2.report_bracken.txt
1530	SRR31935867	420_SRR31935867_db3.bracken.kraken2.report_bracken.txt
1531	SRR31935868	421_SRR31935868_db3.bracken.kraken2.report_bracken.txt
1532	SRR31935869	422_SRR31935869_db3.bracken.kraken2.report_bracken.txt
1533	SRR31935870	423_SRR31935870_db3.bracken.kraken2.report_bracken.txt
1534	SRR31935871	424_SRR31935871_db3.bracken.kraken2.report_bracken.txt
1535	SRR31935872	425_SRR31935872_db3.bracken.kraken2.report_bracken.txt
1536	SRR31935873	426_SRR31935873_db3.bracken.kraken2.report_bracken.txt
1537	SRR31935874	427_SRR31935874_db3.bracken.kraken2.report_bracken.txt
1538	SRR31935875	428_SRR31935875_db3.bracken.kraken2.report_bracken.txt
1539	SRR31935876	429_SRR31935876_db3.bracken.kraken2.report_bracken.txt
1540	SRR31935877	430_SRR31935877_db3.bracken.kraken2.report_bracken.txt
1541	SRR31935878	431_SRR31935878_db3.bracken.kraken2.report_bracken.txt
1542	SRR31935879	432_SRR31935879_db3.bracken.kraken2.report_bracken.txt
1543	SRR31935880	433_SRR31935880_db3.bracken.kraken2.report_bracken.txt
1544	SRR31935881	434_SRR31935881_db3.bracken.kraken2.report_bracken.txt
1545	SRR31935882	435_SRR31935882_db3.bracken.kraken2.report_bracken.txt
1546	SRR31935883	436_SRR31935883_db3.bracken.kraken2.report_bracken.txt
1547	SRR31935884	437_SRR31935884_db3.bracken.kraken2.report_bracken.txt
1548	SRR31935885	438_SRR31935885_db3.bracken.kraken2.report_bracken.txt
1549	SRR31935886	439_SRR31935886_db3.bracken.kraken2.report_bracken.txt
1550	SRR31935887	440_SRR31935887_db3.bracken.kraken2.report_bracken.txt
1551	SRR31935888	441_SRR31935888_db3.bracken.kraken2.report_bracken.txt
1552	SRR31935889	442_SRR31935889_db3.bracken.kraken2.report_bracken.txt
1553	SRR31935890	443_SRR31935890_db3.bracken.kraken2.report_bracken.txt
1554	SRR31935891	444_SRR31935891_db3.bracken.kraken2.report_bracken.txt
1555	SRR31935892	445_SRR31935892_db3.bracken.kraken2.report_bracken.txt
1556	SRR31935893	446_SRR31935893_db3.bracken.kraken2.report_bracken.txt
1557	SRR31935894	447_SRR31935894_db3.bracken.kraken2.report_bracken.txt
1558	SRR31935895	448_SRR31935895_db3.bracken.kraken2.report_bracken.txt
1559	SRR31935896	449_SRR31935896_db3.bracken.kraken2.report_bracken.txt
1560	SRR31935897	450_SRR31935897_db3.bracken.kraken2.report_bracken.txt
1561	SRR31935898	451_SRR31935898_db3.bracken.kraken2.report_bracken.txt
1562	SRR31935899	452_SRR31935899_db3.bracken.kraken2.report_bracken.txt
1563	SRR31935900	453_SRR31935900_db3.bracken.kraken2.report_bracken.txt
1564	SRR31935901	454_SRR31935901_db3.bracken.kraken2.report_bracken.txt
